  0.1500000      -13.95147    
  0.2500000      -12.88785    
  0.3500000      -16.20118    
  0.4500000      -16.86358    
  0.5500000      -16.04607    
  0.6500000      -19.64701    
  0.7500000      -21.90080    
  0.8500000      -23.05836    
  0.9500000      -26.05891    
   1.050000      -27.07200    
   1.150000      -27.45652    
   1.250000      -30.97129    
   1.350000      -31.66619    
   1.450000      -30.23649    
   1.550000      -32.64140    
   1.650000      -32.23580    
   1.750000      -33.02172    
   1.850000      -30.85336    
   1.950000      -32.61713    
   2.050000      -32.62858    
   2.150000      -33.27380    
   2.250000      -30.48260    
   2.350000      -31.77720    
   2.450000      -30.36155    
   2.550000      -28.99483    
   2.650000      -27.29316    
   2.750000      -26.17317    
   2.850000      -27.34299    
   2.950000      -26.96261    
   3.050000      -23.64179    
   3.150000      -23.47235    
   3.250000      -20.98806    
   3.350000      -21.44193    
   3.450000      -21.13061    
   3.550000      -20.01665    
   3.650000      -17.64735    
   3.750000      -17.25847    
   3.850000      -15.89954    
   3.950000      -14.76687    
   4.050000      -14.95692    
   4.150000      -13.73191    
   4.250000      -12.91018    
   4.350000      -12.11886    
   4.450000      -12.49585    
   4.550000      -12.80532    
   4.650000      -10.82729    
   4.750000      -10.36800    
   4.850000      -9.864912    
   4.950000      -9.727689    
   5.050000      -8.795794    
   5.150000      -8.294651    
   5.250000      -8.840051    
   5.350000      -8.429197    
   5.450000      -8.242139    
   5.550000      -7.718272    
   5.650000      -7.433278    
   5.750000      -7.578743    
   5.850000      -6.736784    
   5.950000      -5.591285    
   6.050000      -5.147253    
   6.150000      -5.638483    
   6.250000      -4.743321    
   6.350000      -4.930980    
   6.450000      -4.670225    
   6.550000      -4.434599    
   6.650000      -3.198412    
   6.750000      -3.688839    
   6.850000      -3.148281    
   6.950000      -2.366844    
   7.050000      -2.764433    
   7.150000      -2.434190    
   7.250000      -2.450961    
   7.350000      -2.204026    
   7.450000      -2.499621    
   7.550000      -2.816259    
   7.650000      -2.729178    
   7.750000      -3.569005    
   7.850000      -4.283946    
   7.950000      -4.800464    
   8.050000      -5.641394    
   8.150001      -6.561131    
   8.250000      -6.314451    
   8.350000      -7.392556    
   8.450001      -7.083120    
   8.550000      -7.318013    
   8.650001      -7.275234    
   8.750000      -6.955368    
   8.850000      -6.962977    
   8.950001      -6.471065    
   9.050000      -6.263310    
   9.150001      -6.347077    
   9.250000      -6.407489    
   9.350000      -6.325628    
   9.450001      -6.648923    
   9.550000      -7.250154    
   9.650001      -7.414951    
   9.750000      -7.071064    
   9.850000      -7.195454    
   9.950001      -7.141510    
   10.05000      -6.726480    
   10.15000      -6.322900    
   10.25000      -5.319507    
   10.35000      -4.362232    
   10.45000      -3.964429    
   10.55000      -3.946908    
   10.65000      -3.163073    
   10.75000      -2.943548    
   10.85000      -2.867900    
   10.95000      -1.924166    
   11.05000      -2.209881    
   11.15000      -2.241688    
   11.25000      -2.416152    
   11.35000      -2.812073    
   11.45000      -3.492140    
   11.55000      -3.205007    
   11.65000      -4.018474    
   11.75000      -4.123949    
   11.85000      -4.544474    
   11.95000      -4.402903    
   12.05000      -5.419979    
   12.15000      -5.546056    
   12.25000      -6.266346    
   12.35000      -6.778052    
   12.45000      -6.607398    
   12.55000      -7.255047    
   12.65000      -7.515989    
   12.75000      -6.861849    
   12.85000      -7.986244    
   12.95000      -7.854261    
   13.05000      -8.020176    
   13.15000      -9.231729    
   13.25000      -9.459652    
   13.35000      -10.10358    
   13.45000      -10.78776    
   13.55000      -12.25943    
   13.65000      -11.45270    
   13.75000      -12.50177    
   13.85000      -12.50887    
   13.95000      -13.62346    
   14.05000      -12.99451    
   14.15000      -14.02952    
   14.25000      -14.37443    
   14.35000      -15.33924    
   14.45000      -16.76349    
   14.55000      -17.76525    
   14.65000      -18.99639    
   14.75000      -18.59515    
   14.85000      -18.87787    
   14.95000      -20.55915    
   15.05000      -22.33667    
   15.15000      -24.07333    
   15.25000      -24.98523    
   15.35000      -26.47479    
   15.45000      -27.34985    
   15.55000      -27.97140    
   15.65000      -28.32019    
   15.75000      -25.66109    
   15.85000      -30.21433    
   15.95000      -32.40873    
   16.05000      -32.20639    
   16.15000      -31.54099    
   16.25000      -34.10239    
   16.35000      -33.45373    
   16.45000      -34.24906    
   16.55000      -28.69616    
   16.65000      -33.21558    
   16.75000      -32.79112    
   16.85000      -31.02514    
   16.95000      -30.20378    
   17.05000      -29.96261    
   17.15000      -26.56184    
   17.25000      -25.60300    
   17.35000      -24.41576    
   17.45000      -21.28939    
   17.55000      -20.98172    
   17.65000      -20.19683    
   17.75000      -17.03925    
   17.85000      -12.84443    
   17.95000      -15.07313    
   18.05000      -13.66454    
